Company,Title,Responsibilities,Requirements,Seniority,Employment_Type,Category,Address,Salary_Min,Salary_Max,Salary_Average
Company Undisclosed,Senior Administrative Manager,The ManagerSenior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisations goals HeShe establishes implements and manages projects to meet operational objectives HeShe manages hisher team resources and balances between production requirement and manpower resources to ensure organisations sustainability HeShe integrates quality principles and methodology to enhance engineering performance within the organisationIn addition the ManagerSenior Manager evaluates the organisations approach towards a lean enterprise and uses data analytics for business insights identification HeShe drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levelsAs a people manager the Manager oversees manpower financial training and resource planning deployment within the organisation He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departmentssections within the organisation,  Analyse data for business insights identification  Analyse production efficiencies  Conduct interviews and make hiring decisions  Determine priorities dynamically and set planning assumptions for work in progress levels by product cycle time and yield  Develop Onthejob training programme  Develop workplace learning plan  Evaluate organisations approach towards a lean enterprise  Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans  Evaluate workplace safety and health management system for compliance and improvement  Improve operation planning through use of big data and advanced analytics modelling  Integrate quality principles and methodology to enhance engineering performance  Lead change management in the organisation  Manage balance between production requirement and manpower resources  Manage innovation practises in organisation  Manage manufacturing key metrics including loading performance to commitments on time delivery and bottlenecks  Manage material requirements planning taking into account the sales forecast production plan and production capacity  Resolve workplace grievances and disputes  Review manufacturing processes to reduce working capital and optimise inventory levels,Senior Management,Permanent,Accounting  Auditing  Taxation Admin  Secretarial General Management,Undisclosed,5800.0,6300.0,6050.0
Company Undisclosed,Assistant Manager,The ManagerSenior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisations goals HeShe establishes implements and manages projects to meet operational objectives HeShe manages hisher team resources and balances between production requirement and manpower resources to ensure organisations sustainability HeShe integrates quality principles and methodology to enhance engineering performance within the organisation  In addition the ManagerSenior Manager evaluates the organisations approach towards a lean enterprise and uses data analytics for business insights identification HeShe drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels  As a people manager the Manager oversees manpower financial training and resource planning deployment within the organisation He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departmentssections within the organisation, Analyse data for business insights identification  Analyse production efficiencies  Conduct interviews and make hiring decisions  Determine priorities dynamically and set planning assumptions for work in progress levels by product cycle time and yield  Develop Onthejob training programme  Develop workplace learning plan  Evaluate organisations approach towards a lean enterprise  Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans  Evaluate workplace safety and health management system for compliance and improvement  Improve operation planning through use of big data and advanced analytics modelling  Integrate quality principles and methodology to enhance engineering performance  Lead change management in the organisation  Manage balance between production requirement and manpower resources  Manage innovation practises in organisation  Manage manufacturing key metrics including loading performance to commitments on time delivery and bottlenecks  Manage material requirements planning taking into account the sales forecast production plan and production capacity  Resolve workplace grievances and disputes  Review manufacturing processes to reduce working capital and optimise inventory levels,Professional,Permanent,FB,Chang Cheng Hq 27 Woodlands Link 738732,2500.0,3000.0,2750.0
Company Undisclosed,"Senior Manager, System Operations (Ref 22991)",Responsibilities  To manage 3rd party vendor to ensure all contractual obligations are fulfilled and provision of an efficient and smooth delivery of all IT outsourcing activities to support the computing needs of the organization  To lead motivate and develop a competent IT team to conceptualize design and the organizations computing platforms including network systems server messaging data archive and storage databases and backup  recovery management To be responsible for the operating stability efficiency enhancement and security of  To engage with users to understand their IT needs design and lead development projects and business reporting including corporate and business units and to achieve the operational KPISLA  To maintain proper documentation of IT inventory and develop IT policies and processes  Keep abreast with technology trends research on new and emerging technologies to assess suitability to support current and future business needs For eg Cloud Engineering Open Source automation tools Data Analytics technologies etc implement project plans,  Degree holder or equivalent  At least 810 years of relevant experience in implementing operating and maintaining complex systems architecture in a fastpaced and dynamic industry  At least 3 years working in a production support environment implementing atscale monitoring failover or recovery technologies   License No 12C6060,Middle Management,Permanent,Information Technology,Undisclosed,5500.0,11000.0,8250.0
Eaciit Vyasa ,It Business Analyst,Work Profile  Conducts user design and user thinking workshops Develops product designs wireframes Creation maintenance and control of project documentation including the production of regular project status reports Good experience in managing end to end project and product deliverables including the setting and management of stakeholder expectations while identifying and minimizing potential areas of scope creep Review deliverables prepared by the project team before delivery to clients Facilitates and prepare for team and client meetings including production and delivery of presentations where required    Technical Skills required  Experience in Requirement Analysis Definition  Smart Documentation Project Delivery Management and good experience in agile methodology and SCRUM Experience with project management tools such as JIRA Experience in developing application prototypes and wireframes Experience with dashboard reporting tools not limited to Tableau SAS R Qlikview Power BI etc Experience in test script compilation and developing automated dataapplication testing mechanisms          Soft Skills  Good communication and interpersonal skills including stakeholder management Willingness to travel up to 50 during busy periods Innovative and entrepreneurial attitude coming up with useful solutions to problems and have a growing mindset Ability to translate business requirements into technical and vice versa    Expected daytoday responsibilities To work under direct instructions of the Client AccountProject manager to accomplish following deliverables  Drafting business and functional requirements and facilitates discussions with project stakeholders Work closely with the development team in communicating user requirements that would involve providing clarifications translating and simplifying requirements and tracking progress on daily basis following agile development methodology using JIRA tool Conducts periodic review meetings with clients for feedbacks and track outstanding itemsdependencies Developing test scripts for Integration Testing and other QA initiatives Creating and maintain SMART project documentation including CRs     Professional Background  Atleast 3 years of industry experience in application development  business analysis  analytics    Educational Background  Good academic record Engineering Computer Science and MBAStatistics and MBAData Analytics majors preferred NonMBANon engineering backgrounds can be considered if requisite Data Analytics experience available ,Technical Skills required  Experience in Requirement Analysis Definition  Smart Documentation Project Delivery Management and good experience in agile methodology and SCRUM Experience with project management tools such as JIRA Experience in developing application prototypes and wireframes Experience with dashboard reporting tools not limited to Tableau SAS R Qlikview Power BI etc Experience in test script compilation and developing automated dataapplication testing mechanisms          Soft Skills  Good communication and interpersonal skills including stakeholder management Willingness to travel up to 50 during busy periods Innovative and entrepreneurial attitude coming up with useful solutions to problems and have a growing mindset Ability to translate business requirements into technical and vice versa   ,Professional,Permanent,Information Technology,Undisclosed,5000.0,7000.0,6000.0
Pricewaterhousecoopers Consulting (Singapore) ,Management Consultant - Technology,We help organizations to work smarter and grow faster Our work is always evolving to respond to industry trends and management focus and we combine our deep technical skills in response to our clients changing needs Over time what we do remains closely linked with helping our clients improve the way they operate innovate and grow reduce costs manage risks leverage talent and change the way they do business Our aim is to support our clients in designing managing and executing lasting beneficial change  We pride ourselves on our strong supportive team culture and diverse mix of backgrounds We also strongly believe in the importance of potential and desire to learn As such is it important to us that you fit well within our team have a strong desire to learn and develop your own skills and also support and coach others   If you share the same vision we want you on our team Join us and gain exposure to a wide range of industry clients be rewarded with a career built on a variety of experiences and the opportunity for senior leadership development within our firm We will also provide you the opportunity to develop a global network of contacts across PwC who will support you in your growth as a leader consultant and process automation professional   DESCRIPTION The role of Technology Consulting Intelligent Automation sits within the Digital and Emerging Technology practice of PwC Consulting Intelligent Automation is one of our key offerings and this role is responsible for managing our client pursuits and engagements across client value delivery people development and business operations As the Intelligent Automation Associate you will also continually collaborate with other Technology consulting functions such as Data  Analytics Cybersecurity and Digital Solutions to foster innovation efficiency and holistic solutions for our clients Ideally the  associate should have the technical capability to develop and test with relevant understanding of the process automation implementation lifecycle which are essential to carry out some or all of the following responsibilities   RESPONSIBILITIES     To work with client team and key stakeholders to execute engagement sprints with exceptional status reporting To identify risks undertake root cause analysis build mitigation plan around it and seek support in appropriate forums to ensure delivery and outcome parameters To work with Intelligent Automation leadership in practice development through Development of Intelligent Automation proof of concepts POC in advanced stages in terms of Machine Learning Conversational Intelligence and Artificial Intelligence etc Development of gotomarket strategies white papers etc Assisting in managing vendor alliances other PwC teams in SingaporeSEA and other PwC Intelligent Automation entities globally Evangelizing intelligent automation across the firm and across Southeast Asia SEA region To be successful in this role you will need to demonstrate   Consulting mindset with systematic thinking Business Analysis and understanding client needs Business Acumen across one or more industries functions Clear and impactful presentation skills Ability to work with unpredictability and loosely defined problems Ability to interact and collaborate effectively and professionally Selfmotivated with minimal need for executive steer Passion for using intelligent automation to solve client problems in an agile manner Ability to propose solutions while collaborating with closely related spectrum of Data and Analytics Change Management Enterprise Solutions Cybersecurity etc Passion to work with learn from and mentor teams with varying skill sets background and geographical locations     , 3 years of experience with a consulting or technology firm  Possess  understanding in the areas of Technology automation  robotics tools Automation Anywhere Blue Prism UiPath Work Fusion etc and understanding of the technical architecture Certification Some experience with broader business process reengineering efforts and principles Lean workflow design etc  Understanding of Microsoft Power point Excel and Word skills Selfdriven curious and a fastlearner and able to take responsibility for personal growth and development Able to demonstrate the ability to research and analyse pertinent client industry and technical matters Possess strong problemsolving skills and able to prioritise and manage multiple tasks Able to interact with various levels of internal and external stakeholders both in written and verbal forms Passionate about client service ,Junior Executive,Permanent,Information Technology,Marina One East Tower 7 Straits View 018936,4000.0,8000.0,6000.0
Murata Electronics Singapore ( Ltd,Deputy General Manager,JOB DESCRIPTION Division Regional Strategic Planning Reports to ASEAN India Oceania Regional Management Company Head Functional Relationships with HQ in Japan Liaises with Sales and Customer services in ASEAN India Oceania region and worldwide Murata Affiliates Position Profile Based in Singapore   Key Duties  Responsibilities Plan implement manage and evaluates effective sales and marketing activities including organizing events internal staff coordination budget tracking and facilitating logistic arrangement   Sales Business and Products Planning role  Visualize sales activities and result via SFDC and sales and order statistics data Analyzing statistics reports for dailyweeklymonthlyquarterlyyearly basis Handle new customer account product and production code set up and maintain the regional customer database Contribute to the development and implementation of annual marketing plans AdHoc support data  report to Sales managers Account Department managers and Japan HQ Planning Business unit members Work closely with the sales and account departments and Japan HQ Planning Business Unit members As an internal trainer for education about Sales Business and Products Planning related skill and knowledge  Marketing  Communication role  Ensure a consistent company brand identity is used across all company communications Work closely with agencies to establish brand positioning and communication strategies to achieve marketing objectives Research media coverage and industry trends to develop and maintain industry knowledge and identify market trends Create maintain and analysis regional corporate website social media accounts advertising and etc Work with the sales and engineering department and facilitate request and create copywriting and layout promotional materials Promote organizations products via various platforms Eg brochures catalogues customized technical writing and etc As an internal trainer for education about Marketing  Communication related  skill and knowledge  Strategic Analysis  Build and maintain internal and external information exchange network Conduct secondary research with research consultant companies review and analyse research data Support internal and external data analytics for marketing plan hypothesize develop scenarios and review implementation plan with New Business Development team Strategic Target account sales team Marketing Communication team and etc As an internal trainer for education about strategic analysis related skill and knowledge ,ABILITYCOMPETENCY REQUIRED Candidates must possess  Master in Marketing Business Admin Industrial Management  Engineering Minimum 10 years of prior experience in manufacturing industries Strategic Marketing Fundamentals  PESTLE analysis Porters Five Forces BCG Matrix Mckinsey 7S SWOT BMC BSC etc  Equip with Critical  logistical thinking and analytical skills Project and team management leadership and facilitation skills Excellent communication and interpersonal skills Ability of self team memberslearning and development Extensive knowledge and expertise in strategy sales and marketing Proficiency in using Microsoft Office Travelling up to 20 in the region ,Senior Management,Permanent,Manufacturing,200 Yishun Avenue 7 768927,8500.0,14000.0,11250.0
A*Star Research Entities,Research Engineer (Human Language Technologies) /  I2R (A*Star),About Institute for Infocomm Research I²R  The Institute for Infocomm Research I²R is a member of the Agency for Science Technology and Research ASTAR family and is Singapores largest ICT research institute Our strategic thrusts are in the spheres of intelligence communications and media and our research capabilities are in shared sensor networks publicpublicpublicprivate datasharing platform big data analytics and visualisation solutions For more information about I²R please visit wwwi2rastaredusg The candidate is required to perform the following tasks  Develop of semisupervised or unsupervised method for machine translation or language understanding Integration of knowledge and language understanding into the NMT Framework , Minimum Bachelor in Computer Science specialise in Computational Linguistics Entry level graduates with relevant experience in machine translation natural language processing machine learning theory and practice are welcome to apply Adept in CC programming or Python programming Ability to work independently as well as a good team player  The above eligibility criteria are not exhaustive ASTAR may include additional selection criteria based on its prevailing recruitment policies These policies may be amended from time to time without notice We regret that only shortlisted candidates will be notified,Professional,Contract,Sciences  Laboratory  RD,Uob Plaza 80 Raffles Place 048624,2500.0,5000.0,3750.0
The Odd Fellows ,Human Resource Executive,The Human Resource Executive Performance and Rewards supports execution of performance management programmes and compensation and benefits plans HeShe compares the organisations compensation and benefits programmes with other organisations HeShe oversees the preparation of the payroll reports and works with benefits partners for claim disbursements  HeShe ensures the accuracy of performance and compensation records in the systems as well as ensuring regulations are followed HeShe performs data analytics and shares insights reports with senior members of the team  HeShe works well in a team environment and is able to communicate well with various stakeholders HeShe possesses an analytical mind and displays keen insight into data using them to address issues and find solutions to work challenges, Analyse employee demographics and associated risk exposure  Analyse employee feedback on benefits schemes  Analyse historical and current HR data to recognise trends and patterns in performance and rewards  Analyse utilisation rate of employee benefits and programmes  Benchmark organisations compensation and benefits programmes against industry practices in relation to sector wage information of the Skills Framework  Check that regulatory and ethical guidelines are followed when handling employee data  Conduct diagnostic analytics on HR data to identify causes of behaviours and performance  Conduct job analysis and evaluations to propose employees job size  Develop employee communications to inform employees about performance reviews and timelines  Develop frequently asked questions and responses on benefits  Develop frequently asked questions and responses on compensation matters  Develop standard reporting templates for performance and rewards management  Document action plans and assessment results for poor performers  Formulate communications to share organisations compensation and benefits policies with employees  Gather feedback from employees to evaluate effectiveness of performance management programmes  Identify data required for analysis of business andor human resource issues  Implement data checks and cleansing techniques to address data availability and quality challenges  Implement employee compensation reimbursement plans  Liaise with organisations vendors and partners on benefits and claims processing  Organise performance rewards and other employee data in HR system  Prepare contract terms with external vendors for benefits offered  Prepare technical and business reports with the analytical findings  Review annual salaries report and income tax declaration forms  Review benefits claims against entitlements to ensure accurate disbursements  Review employer contributions reports  Review generated payroll reports  Suggest peer companies and competitors of the organization  Verify that submitted claims are covered under organisations benefit schemes,Entry Level,Permanent,FB Human Resources ,80 Bencoolen Street 189655,5000.0,8000.0,6750.0
Groupm Asia Pacific Holdings ,Strategic Director,Overview of job  GroupM the worlds largest media investment company and are a part of WPP In fact we are responsible for one in every three ads you see globally We are currently looking for a Strategy Director to join us In this role you will provide strategic leadership to our international clients resulting in tangible business outcomes We are looking for a passionate selfmotivated individual with to support large global and multinational clients such as Lóreal Jetstar Chevron Tiffany Chanel Mondelez and more This will include projects such as creating globalregional communication frameworks for local markets to adapt uncovering consumer insights through data analytics and agency tools coming up with innovative solutions and ideas working without Wavemaker content teams developing awardwinning communication plans forming agency perspective on changes in consumer and media behaviors  As we continue to rollout our new operating model Rapid Growth Planning for Global Regional and key local clients it is critical that this individual champions the new model helps to ensure the full team embraces the approach and ensures this is front and center in all the work This will include holding training sessions for the rest of the business Support and lead strategy for Global Regional and key local pitches At GroupM APAC our people are our strength which is why fostering a culture of diversity and inclusion is important to us Reporting of the role This role reports to This role reports to Managing Director Global Client Solutions Singapore  This role also has a dotted line to the Client Solutions Head of Strategy based in London  Job Details You will work collaboratively with our client leaders and specialists to develop seamlessly integrated outputs for our clients More specifically you will be responsible for  Driving our integrated planning responses for key clients founded in great consumer insight and delivering transformational ideas Developing effective working relationships with specialist leaders across Digital Analytics Content and Performance Leading the strategic response often as a part of a multiagency team including working effectively with planners from other agencies  disciplines Championing Rapid Growth Planning operating system and ensuring our Purchase Journey obsession is reflected in the work we produce Leading our strategic response for key new business pitches Coming up with innovative and creative ideas in conjunction with our Wavemaker Content team Coaching planners  account teams to deliver great integrated planning responses and innovative and creative ideas Driving digital adoption in collaboration with the Director of Digital  Platforms such that we recommend the right digital acceleration strategies to our clients Liaising with the global Client Solutions community and particularly other strategists to share best practice and cross fertilize craft skills and work With client leads contributing to client growth plans and as a part of the management team driving client growth Driving quality of agency output outside of day to day planning responses through award entries and clientspecific thought leadership 	Overview of job  	GroupM the worlds largest media investment company and are a part of WPP In fact we are responsible for one in every three ads you see globally We are currently looking for a Strategy Director to join us In this role you will provide strategic leadership to our international clients resulting in tangible business outcomes We are looking for a passionate selfmotivated individual with to support large global and multinational clients such as Lóreal Jetstar Chevron Tiffany Chanel Mondelez and more This will include projects such as creating globalregional communication frameworks for local markets to adapt uncovering consumer insights through data analytics and agency tools coming up with innovative solutions and ideas working without Wavemaker content teams developing awardwinning communication plans forming agency perspective on changes in consumer and media behaviors  As we continue to rollout our new operating model Rapid Growth Planning for Global Regional and key local clients it is critical that this individual champions the new model helps to ensure the full team embraces the approach and ensures this is front and center in all the work This will include holding training sessions for the rest of the business Support and lead strategy for Global Regional and key local pitches At GroupM APAC our people are our strength which is why fostering a culture of diversity and inclusion is important to us Reporting of the role This role reports to This role reports to Managing Director Global Client Solutions Singapore  This role also has a dotted line to the Client Solutions Head of Strategy based in London  Job Details You will work collaboratively with our client leaders and specialists to develop seamlessly integrated outputs for our clients More specifically you will be responsible for  Driving our integrated planning responses for key clients founded in great consumer insight and delivering transformational ideas Developing effective working relationships with specialist leaders across Digital Analytics Content and Performance Leading the strategic response often as a part of a multiagency team including working effectively with planners from other agencies  disciplines Championing Rapid Growth Planning operating system and ensuring our Purchase Journey obsession is reflected in the work we produce Leading our strategic response for key new business pitches Coming up with innovative and creative ideas in conjunction with our Wavemaker Content team Coaching planners  account teams to deliver great integrated planning responses and innovative and creative ideas Driving digital adoption in collaboration with the Director of Digital  Platforms such that we recommend the right digital acceleration strategies to our clients Liaising with the global Client Solutions community and particularly other strategists to share best practice and cross fertilize craft skills and work With client leads contributing to client growth plans and as a part of the management team driving client growth Driving quality of agency output outside of day to day planning responses through award entries and clientspecific thought leadership , Must have strong Media Agency experience Excellent understanding of integrated communications processes Strong digital knowledge or digital background Demonstrate exceptional strategic  critical thinking and effective problemsolving skills Consistently exhibit natural curiosity and dynamism Innate ability to respectfully challenge the status quo Proven record of building client relationships Sound financial acumen including budget control and account profitability Possess and utilize advanced level presentation verbal and written skills Display strong communication coaching and people skills Actively and openly participate in team agency and industry initiatives ,Senior Management,Permanent,Advertising  Media ,China Square Central 18 Cross Street 048423,8000.0,14000.0,11000.0
Kroll Associates (S) ,"Associate Director, Business Intelligence And Investigations",Krolls Business Intelligence and Investigations BII practice is worldrenowned for our trusted experts global resources local insight and actionable results As the originator of the modern independent internal investigation over our 45year history Kroll has conducted thousands of investigations worldwide Clients have entrusted us with assisting them to resolve some of their most difficult and business critical challenges Our investigative services include financial internal and regulatory investigations asset searches brand protection forensic accounting dispute advisory services litigation support businessmarket entry intelligence transaction intelligence proxy contests intellectual property infringement and product counterfeiting and regulatory or courtordered monitorships Krolls BII practice is staffed with a multidisciplinary team of professionals who include former prosecutors law enforcement officers and journalists as well as certified public and forensic accountants data analytics experts and certified fraud examiners Summary of Position As Associate Director you will assist in the BII practice by enhancing Krolls current data analytics capabilities providing clarity around prospective clients resource identification competitor intelligence and Krolls overall abilities to enhance market presence You will also be responsible for conducting research and analysis structuring projects and managing resources and preparing conclusions for clients This role requires an imaginative and creative thinker with the ability to work to tight deadlines often balancing a significant and varied caseload,Responsibilities  Provide expert reliable and robust analysis of complex situations and data for clients Development and management of projects throughout the life and the engagement meeting with client to discuss needs preparation of commercial and technical proposal agreement of engagement development of working plan and budget allocation of resources direction of project team members delivery and quality assurance and project invoicing Act as client contact throughout projects and contribute to management of the client relationship Exercise good judgment demonstrate innovation and adapt working strategy based on results obtained Take ownership of project and deliverables and manage workflow and costs effectively Ensure ethical conduct quality of services use of best practices and compliance with policy and SOPs in each project Identify project risks and effectively manage them Contribute to the professional development and evaluation of junior project team members Demonstrate excellent judgment be commerciallyfocused and be driven by professional excellence and a commitment to the Kroll brand    Strong academic background preferably in the fields of Finance Journalism International Relations International Business and Political Science Law or Security Studies 46 years of relevant work experience in project managing investigativeresearch cases andor investment advisory Prior experience in Risk Assessment andor Forensic Accounting Proven ability grasp client needs and to analyze large data sets in order to deliver readily understandable executive reports and dashboards Strong team project and client management experience along with strong interpersonal skills Proficient in a broad variety of investigative methods Proficient in MS Office Ideally also proficient in investigative analysis tools ,Middle Management,Permanent,Professional Services,City House 36 Robinson Road 068877,5000.0,6800.0,5900.0
Groupm Asia Pacific Holdings ,Senior Strategy Director,GroupM the worlds largest media investment company and are a part of WPP In fact we are responsible for one in every three ads you see globally We are currently looking for a Strategy Director to join us In this role you will provide strategic leadership to our international clients resulting in tangible business outcomes We are looking for a passionate selfmotivated individual with to support large global and multinational clients such as Lóreal Jetstar Chevron Tiffany Chanel Mondelez and more This will include projects such as creating globalregional communication frameworks for local markets to adapt uncovering consumer insights through data analytics and agency tools coming up with innovative solutions and ideas working without Wavemaker content teams developing awardwinning communication plans forming agency perspective on changes in consumer and media behaviors  As we continue to rollout our new operating model Rapid Growth Planning for Global Regional and key local clients it is critical that this individual champions the new model helps to ensure the full team embraces the approach and ensures this is front and center in all the work This will include holding training sessions for the rest of the business Support and lead strategy for Global Regional and key local pitches At GroupM APAC our people are our strength which is why fostering a culture of diversity and inclusion is important to us Reporting of the role This role reports to This role reports to Managing Director Global Client Solutions Singapore  This role also has a dotted line to the Client Solutions Head of Strategy based in London  Job Details You will work collaboratively with our client leaders and specialists to develop seamlessly integrated outputs for our clients More specifically you will be responsible for  Driving our integrated planning responses for key clients founded in great consumer insight and delivering transformational ideas Developing effective working relationships with specialist leaders across Digital Analytics Content and Performance Leading the strategic response often as a part of a multiagency team including working effectively with planners from other agencies  disciplines Championing Rapid Growth Planning operating system and ensuring our Purchase Journey obsession is reflected in the work we produce Leading our strategic response for key new business pitches Coming up with innovative and creative ideas in conjunction with our Wavemaker Content team Coaching planners  account teams to deliver great integrated planning responses and innovative and creative ideas Driving digital adoption in collaboration with the Director of Digital  Platforms such that we recommend the right digital acceleration strategies to our clients Liaising with the global Client Solutions community and particularly other strategists to share best practice and cross fertilize craft skills and work With client leads contributing to client growth plans and as a part of the management team driving client growth Driving quality of agency output outside of day to day planning responses through award entries and clientspecific thought leadership , Must have strong Media Agency experience Excellent understanding of integrated communications processes Strong digital knowledge or digital background Demonstrate exceptional strategic  critical thinking and effective problemsolving skills Consistently exhibit natural curiosity and dynamism Innate ability to respectfully challenge the status quo Proven record of building client relationships Sound financial acumen including budget control and account profitability Possess and utilize advanced level presentation verbal and written skills Display strong communication coaching and people skills Actively and openly participate in team agency and industry initiatives ,Senior Management,Permanent,Advertising  Media ,China Square Central 18 Cross Street 048423,11000.0,15000.0,13000.0
Groupm Singapore ,Senior Strategy Director,Overview of job  GroupM the worlds largest media investment company and are a part of WPP In fact we are responsible for one in every three ads you see globally We are currently looking for a Strategy Director to join us In this role you will provide strategic leadership to our international clients resulting in tangible business outcomes We are looking for a passionate selfmotivated individual with to support large global and multinational clients such as Lóreal Jetstar Chevron Tiffany Chanel Mondelez and more This will include projects such as creating globalregional communication frameworks for local markets to adapt uncovering consumer insights through data analytics and agency tools coming up with innovative solutions and ideas working without Wavemaker content teams developing awardwinning communication plans forming agency perspective on changes in consumer and media behaviors  As we continue to rollout our new operating model Rapid Growth Planning for Global Regional and key local clients it is critical that this individual champions the new model helps to ensure the full team embraces the approach and ensures this is front and center in all the work This will include holding training sessions for the rest of the business Support and lead strategy for Global Regional and key local pitches At GroupM APAC our people are our strength which is why fostering a culture of diversity and inclusion is important to us Reporting of the role This role reports to This role reports to Managing Director Global Client Solutions Singapore  This role also has a dotted line to the Client Solutions Head of Strategy based in London  Job Details You will work collaboratively with our client leaders and specialists to develop seamlessly integrated outputs for our clients More specifically you will be responsible for  Driving our integrated planning responses for key clients founded in great consumer insight and delivering transformational ideas Developing effective working relationships with specialist leaders across Digital Analytics Content and Performance Leading the strategic response often as a part of a multiagency team including working effectively with planners from other agencies  disciplines Championing Rapid Growth Planning operating system and ensuring our Purchase Journey obsession is reflected in the work we produce Leading our strategic response for key new business pitches Coming up with innovative and creative ideas in conjunction with our Wavemaker Content team Coaching planners  account teams to deliver great integrated planning responses and innovative and creative ideas Driving digital adoption in collaboration with the Director of Digital  Platforms such that we recommend the right digital acceleration strategies to our clients Liaising with the global Client Solutions community and particularly other strategists to share best practice and cross fertilize craft skills and work With client leads contributing to client growth plans and as a part of the management team driving client growth Driving quality of agency output outside of day to day planning responses through award entries and clientspecific thought leadership , Must have strong Media Agency experience Excellent understanding of integrated communications processes Strong digital knowledge or digital background Demonstrate exceptional strategic  critical thinking and effective problemsolving skills Consistently exhibit natural curiosity and dynamism Innate ability to respectfully challenge the status quo Proven record of building client relationships Sound financial acumen including budget control and account profitability Possess and utilize advanced level presentation verbal and written skills Display strong communication coaching and people skills Actively and openly participate in team agency and industry initiatives ,Senior Management,Permanent,Advertising  Media ,The House Of Eden 4 Robinson Road 048543,11000.0,15000.0,13000.0
Nanyang Technological University,Research Fellow,We are looking for highly motivated Research Fellow with strong research interests at the junction of mobility urban sensing transportations and big data analytics We have been depending our understanding of mobility from the urban data and are making use of such understanding to develop intelligent methods and systems to improve stateoftheart practices of urban systems and applications,Applicant should have a PhDs degree in relevant areas He or she is expected to have strong experimental background in systems and data analytics We have been working with distributed data processing frameworks like Spark as well as advanced graph processing engines in order to process the huge volume of data that we are studying Candidate should have strong track record of publishing in top venues on mobility systems and data We have been regularly publishing or targeting our research papers to conferences like MobiCom MobiSys SenSys IPSN and the like We regret that only shortlisted candidates will be notified,Professional,Contract,Sciences  Laboratory  RD,Nanyang Technological University 50 Nanyang Avenue 639798,4500.0,6500.0,5500.0
Nextwave Partners ,Recruitment Consultant - Technology ( Cyber Security),NextWave Partners is a Technology  Energy Recruitment Company Founded in early 2016 we have quickly established NextWave as a strong brand within the Thermal Power and Renewable Energy sectors As of Q3 2017 NextWave set up a Technology Recruitment division to focus on AI Big Data  Analytics and Cyber Security Given the success of this division so far and the growth of the technology sector in Asia we are looking to hire a Recruitment Consultant with a focus on Cyber Security   NextWave Partners has already grown to 18 people over the last 3 years but has a clear strategic plan to build the Technology team to the same size Our shortterm aim is to grow the Company to 25 people in our Singapore office over the coming 12 months after which point we would like to replicate the business model to cover the Middle East  Americas by setting up various international offices We will do this though developing and empowering the very best recruiters in the industry to become market leaders in their specialist areas The Recruitment Consultant will work closely with the Business Directors to grow the Cyber Security sector within Asia and Hong Kong in particular We are looking for someone who has the desire to see how far they can push themselves outside of the traditional recruitment career path with a development plan to a Senior Management position in future For NextWaves high achievers there are opportunities to build recruitment teams and align with Senior Recruitment Consultant through equity and profit share in the business,The Recruitment Consultants Role  Grow the NextWave Company Brand and establish your own personal brand as a market leading consultant in the Technology Cyber Security Sector Network with and headhunting of the worlds top Technology professionals Develop and nurture a wide client base of Technology Companies across multiple disciplines Through working with Senior Management you will formulate and execute a structured business development strategy International travel with facetoface client meetings to develop deeper relationships with clients and candidates Prioritising your tasks whilst working autonomously with confidence  Your Profile  Educated to degree level in any field Minimum 1 year recruitment experience in Cyber Security Ability to converse in Mandarin and Cantonese at a business proficient level to cover the Hong Kong Technology Market There will be interaction with individuals from Hong Kong hence the ability to speak and write Mandarin and Cantonese is necessary Entrepreneurially minded and keen to build a micro business Hard working and driven to make their mark on the Technology Sector Motivated to achieve above and beyond the competition in results and earnings Confident humble resilient and an ability to think outside the box You are nimble with an ability to spot opportunities and move quickly to capitalize on them Background in recruitment within Technology in particular Cyber Security andor experience in a customerfacing role is desired but not essential Work hard play hard attitude  NextWave Partners offer  Competitive Remuneration for Local or International Professionals Formal training and development program A fasttracked career path to Senior Management if successful International travel opportunities A strategic and entrepreneurial working environment ,Executive,Permanent,Consulting  Human Resources ,The Arcade 11 Collyer Quay 049317,3500.0,4500.0,4000.0
