,Company,Title,Salary_Range,Responsibilities,Requirements,Seniority,Employment_Type,Category,Address
737,TAIGER SINGAPORE PTE. LTD.,Senior Software Engineer,"$7,000to$10,000","Roles & ResponsibilitiesABOUT TAIGER Headquartered in Singapore, TAIGER is a fast-growing Artificial Intelligence (AI) company with a global footprint. Our mission is to help organizations optimize operational efficiencies by automating complex cognitive tasks. We are a market leader and the pioneer of Knowledge Work AutomationTM. The solutions we provide use natural language processing (NLP) and computer vision techniques (e.g. semantic analysis, concept-extraction, multi-language knowledge graphs, and object detection) to provide unparalleled accuracy in information extraction for industry leaders across the financial services, government sectors and more. TAIGER is recognized as a Gartner Cool Vendor. Find out more about us at www.taiger.com and www.linkedin.com/company/taiger   SENIOR SOFTWARE ENGINEER We are looking for an experienced leader that is passionate about the potential of TAIGER. You should be genuinely excited by the prospect of building new functions and leading a passionate team of high performers as TAIGER expands in scale; and be motivated by the proposition of your contributions having a real impact on TAIGER’s growth.   RESPONSIBILITIES  Develop algorithms, data models and build products and solutions based on state-of-the-art AI technology. Create innovative, marketable products using research in fields of NLP, Semantics and Machine Learning. Design architecture and behaviour of software modules and use industry Agile standards to perform analysis, estimation, implementation, testing and deployment of applications. Ensure technical quality through best practices like TDD, Code Review, CI. Bring ideas to the table to improve TAIGER’s technology and product. Work and be involved in key decisions in Engineering, Product and Delivery teams. Take leadership in driving projects or product features while working in autonomous, cross-functional squads, taking ownership of development activities and knowledge sharing. Mentor and guide junior developers and provide technical expertise. ","RequirementsREQUIREMENTS  MSc/BSc in computer science, engineering or related technical discipline, or equivalent. 5+ years of experience in software development with team management experience. Strong experience in Java EE, Spring, Object Orientation and Design Patterns. Solid knowledge in databases, like MySQL, Oracle, SQL Server, architecture patterns, like MVC, ETL, SOA, Microservices, and software best practices, like TDD, CI. Familiarity with Agile or XP methodologies. Excellent written and oral communication skills in English with ability to effectively communicate with teams and clients.    YOU WILL BE AT AN ADVANTAGE WITH THESE SKILLS  Understanding in front-end development like JavaScript, HTML, CSS. Good understanding of security, performance, scalability aspects Working knowledge on software lifecycle management, code organization and experience as a tech lead or project manager. Proactivity in suggesting solutions and improvements. Familiarity or interest in AI, Semantic Technologies, NLP and Search Engines.    In TAIGER we believe that diversity of experience, perspectives, and background will result in a better workplace for our team and a better product for our clients. Join the growing team at TAIGER today!",Senior Executive,Full Time,Information Technology,26B TEMPLE STREET 058571
738,Company Undisclosed,Research Fellow,"$4,000to$5,000","Roles & ResponsibilitiesArtificial Intelligence Research in Civil Engineering Investigate advance artificial intelligence methods (e.g., machine learning, data-driven simulation, computer vision) to develop and implement methods that are capable of successfully integrating the uncertainties, dynamics, interdependencies, and other complexities into project management approaches and systems (e.g., BIM, safety, productivity). Only shortlisted candidates will be notified. ",Requirements A Ph.D. degree in Civil Engineering or a related field. ,"Professional, Executive","Contract, Full Time",Engineering,
739,NANYANG TECHNOLOGICAL UNIVERSITY,Research Associate,"$4,000to$4,400","Roles & ResponsibilitiesEstablished in 1981, the SCHOOL OF ELECTRICAL AND ELECTRONIC ENGINEERING (EEE) http://www.eee.ntu.edu.sg is one of the founding Schools of the Nanyang Technological University. Built on a culture of excellence, the School is renowned for its high academic standards and research. With more than 150 faculty members and an enrolment of more than 4,000, of which about 1,000 are graduate students, it is one of the largest EEE schools in the world and ranks 6th in the field of Electrical & Electronic Engineering in the 2017 QS World University Rankings by Subjects. Job Description: A Research Associate position is available in the School of Electrical & Electronic Engineering at Nanyang Technological University. This position is for detecting high frequency signals of unknown bandwidths received from a wideband antenna array. Modulation types of the received signals have to be identified. Multiple signals with diverse modulation and bandwidth characteristics can be present in the detected signals. Machine learning algorithms have to be developed to solve the above listed tasks. Training data is expected to have known as well as unknown signals too.","Requirements Master's Degree in a relevant field. Research experiences in machine learning algorithm development is essential. Deep learning, randomization-based fast learning neural networks and random forest based algorithms in the context of classification and time series analysis are extremely valuable. Exposure to signal processing will be an advantage. Excellent programming skills are needed.   We regret only shortlisted candidates will be notified.",Professional,"Contract, Full Time",Sciences / Laboratory / R&D,"NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798"
740,NANYANG TECHNOLOGICAL UNIVERSITY,Research Fellow,"$5,000to$6,500","Roles & ResponsibilitiesA research fellow position is available in the areas of cyber security, machine learning, and software engineering. The position involves conduct research and experiments on the topics of cyber security and machine learning, including detection of cyberattacks, malware and software vulnerability in machine learning systems, tool implementation to detection algorithms, and writing research reports and documents. Applicants should have relevant background in security, machine learning, software development, testing, and program analysis. Applicants should be proficient in Python, C++, Java, JavaScript.","Requirements PhD degree on software engineering, computer science, engineering, or other related disciplines.  Knowledge in security, machine learning, software engineering, and related areas. Be able to conduct research individually and collaboratively. Fluency in Python, C++, Java, JavaScript. Excellent communication and writing skills, ability to take initiatives, and hard-working.  ",Professional,"Contract, Full Time",Sciences / Laboratory / R&D,"NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798"
741,NANYANG TECHNOLOGICAL UNIVERSITY,Project Officer,"$3,000to$3,600","Roles & ResponsibilitiesJob description:  You will be working on the development of front-end audio processing for tele-conferencing system. With the guidance of a research team, you will be implementing a fusion centre that performs speech diarization. You are expected to have keen interests in data synchronisation, acoustic signal processing and/or machine learning. You should be familiar with Python programming language. Familiarity with cloud computing and software frameworks such as Matlab, Numpy, Pytorch, Tensorflow, or Keras is an advantage (though not necessary). In terms of research exposure, you will also be given the opportunity to learn, apply, and develop algorithms to enhance, extract, and transcribe noisy speech signals using a variety of signal processing and machine learning algorithms. You will therefore be exposed to theories and practices of signal processing and machine learning. You will have the opportunity to work closely with other research staff to implement these algorithms in Python programming language.  ",RequirementsJob Requirements:  Good Honors degree in Electrical/Electronics/Computer Engineering; Meticulous and keen to learn;  Good background in linear algebra and signal processing; Experience/keen interest in acoustic signal processing and machine learning; Experience with Python programming language; Able to work independently and willing to co-operate with existing team members; Fluent in both verbal and written English; Highly motivated and able to commit the whole period of the project 	 	* Interested candidates please send your CV/Resume to:    Assoc. Prof. Andy Khong 	E-mail Address:andykhong@ntu.edu.sg  ,Fresh/entry level,"Contract, Full Time",Sciences / Laboratory / R&D,"NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798"
742,NANYANG TECHNOLOGICAL UNIVERSITY,Research Fellow,"$4,100to$5,500","Roles & ResponsibilitiesJob description: You will be responsible for developing natural language processing (NLP)/natural language understanding (NLU) technologies to support key application areas in the context of learning analytics. The overall scope of the project involves development of novel deep learning architectures for textual analysis obtained from in-house developed microphone system. As a research fellow, you will be responsible for the analysis of speech-to-text signals and text summarization.  Job Role:  Design and development of robust algorithms and techniques using text analytics, image analytics and machine learning  Integrate, simulate and test impact of algorithms and features on the overall system Design and build machine learning and optimisation algorithms efficiently Develop and execute necessary analyses, simulations or A/B tests to validate models and identify improvement opportunities Results-oriented – ability to handle multiple, time-sensitive projects while focusing on the quality Store, retrieve and visualise results in a manner that facilitates required analyses 	  ","RequirementsJob Requirements:  PhD degree in Electrical/Electronics/Computer Engineering/Computer Science or relevant fields.  Knowledge of Machine Learning and Natural Language Processing theory and applications Familiar with problems related to natural language understanding and machine translation and available Machine Learning/Deep Learning tools commonly used for implementation purposes Comprehensive coding experience in at least one object oriented programming language (Java, C++, Python) Strong development and engineering skills and experience with Deep Learning platforms (Tensorflow / Pytorch) Excellent publication records in top-tier journals  Able to work independently and willing to co-operate with existing team members Fluent in both verbal and written English;  Highly motivated and able to commit the whole period of the project  	* Interested candidates please send your CV/resume to: Assoc. Prof. Andy Khong 	E-mail Address for E-mailed Applications: andykhong@ntu.edu.sg      ",Fresh/entry level,"Contract, Full Time",Engineering,"NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798"
743,FIREVISOR SYSTEMS PTE. LTD.,Software Developer,"$60,000to$80,000","Roles & ResponsibilitiesHIGHLIGHTS:  Join our team early on and craft the tech stack that will power future factories. You will have the opportunity to wear many hats and gain hands-on experience in many functions of the business. Become proficient in a relatively new software engineering field of machine learning focused infrastructure. Have flexible work arrangements such as flexible working hours and work from home.   YOUR MISSION: We are looking for dedicated Software Engineer to turn the dream of a self-aware factory into reality. You will be working hand-in-hand with our CTO (http://github.com/mindworker) and your mission is to build and grow the data platform that manufacturers of the future are going to use. This is the Wild West, so be comfortable to adapt to changing responsibilities. We do not require you to know everything but you have to be willing to constantly learn new things and explore the unknown. Your responsibilities can range from:   Build ML development flows through automation (CI/CD for Machine Learning)   Implement flexible data pipelines that can handle hundreds of million parts per year   Get involved in product development and architect greenfield software   Lead our developer team in implementation, setting coding standards for the company     YOUR VALUES:   Do you prefer autonomous work over a rigid task list?   Do you see the great impact of manufacturing on our society?   Are you a no-bullshit person?   If you answer all with 'yes', we encourage you to apply.   EQUAL OPPORTUNITY: We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.   ","RequirementsABOUT YOU:   You have 2+ years of experience in software development   You are familiar with Python, Typescript (Microservices, RabbitMQ, TensorFlow is a big plus)   You take ownership of projects   You communicate well in English  ","Non-executive, Junior Executive",Full Time,Engineering,32 CARPENTER STREET 059911
744,MANGOSTEEN BCC PTE. LTD.,Software Developer,"$5,000to$9,000","Roles & ResponsibilitiesThe Company Bambu is a Fintech startup which specialises in providing Robo-Advisory solutions for banks, insurance companies and non-financial industries like Telcos & E-Commerce. Leveraging on deep learning technologies, we believe that we can change the way people save, invest and manage their wealth. We are a fast-growing startup based in Singapore and Hong Kong. Founded in 2016, we have raised funding from the likes of Franklin Templeton and Wavemaker, achieved a global network of prospects and established clients like Standard Chartered and Thomson Reuters. We launched Singapore’s first Robo-Advisory platform for Crossbridge Capital, a global wealth management firm. We have attained multiple accolades. We won the Best Early Stage Startup at Fintech Finals 2017and the Best Show Award in FinovateAsia 2017 for our innovative machine learning People Like Me. We are also Alumni of SuperCharger 2.0 Accelerator program and top 24 finalists at Jumpstart organised by Alibaba Entrepreneurs Fund. Job Descriptions Do you enjoy building great products using Node.JS, Python and REACT? Do you keep scalability and security in mind when designing and developing your code? Are you well organised and deliver under tight deadlines? Are you looking to join a young, dynamic and collaborative environment? If so, we are interested in talking to you. Bambu is a B2B technology start up. We build web-based robo-advisory platform for financial and non-financial institutions. We are looking for a strong developer with expertise in Python, Node.JS and REACT to work with our data scientists to code and optimize their algorithms and with our technology team to build and maintain our back end.  Your key responsibilities will be to:   Program and optimize the algorithms designed by our data scientists   Develop and maintain the back end of our solutions   Work on the integration of third-party systems   Build rapid prototypes to support our sales   Build robust front ends for our clients   Create new libraries that can be reused across multiple projects   Work closely with the lead designer to determine technical feasibility of projects   Develop new creative ideas   ","Requirements  Extensive experience using Python to code algorithms and optimising them   Strong Javascript (Node.JS), HTML and CSS experience   Strong experience building web applications and native mobile apps using REACT   Good mathematical background   Good experience with PostgreSql, AngularJS   Ability to multitask, meet deadlines, and work in a fast-paced environment   Experience with software engineering and architectural patterns   Knowledge of CSS preprocessors (SASS,LESS) will be a plus   Knowledge of design tools like Photoshop/Sketch will be a plus   Familiar with Task runners (gulp/grunt) & Dependency Management Tools(npm/bower)    Understanding of front-end web technologies to interact with front end developers   Security and data protection   Ability to manage a hosting environment, including database administration as well as scaling applications to handle load changes   Familiarity with cloud based deployment (AWS)   ",Non-executive,Full Time,Information Technology,"EON SHENTON, 70 SHENTON WAY 079118"
745,PACTERA SINGAPORE PTE. LTD.,Senior Java Developer,"$8,000to$10,000","Roles & ResponsibilitiesOur team is working towards building software to support services those drive contextual content on the customer as well as partner facing website across multiple travel booking engines. Ideal candidate will work on software solutions that use cutting edge technologies such as machine learning (ML), third party data management etc. to build our client’s customer experience solutions.   Role: As a Software Development Engineer (SDE) on the team, you will work closely with engineering, product teams and UX designers to understand requirements, research/document the technological criteria necessary to meet those requirements, and ensure rollouts are delivered with the committed features. ","Requirements You will design and implementation of high performance, scalable, robust and reliable sever applications that support key initiatives of our client. You will prototype creative solutions quickly by developing minimum viable products and work with others in crafting and implementing the technical vision. You will provide code reviews to assess overcall code quality and flexibility, and the application of good object oriented programming techniques. You will drive continuous improvement and continuous delivery in our software development process within an agile development team. You will write automated unit, system and acceptance tests as appropriate to support our continuous integration pipelines. You will work closely with other talented developers both local and in various other offices of our client around the world to ensure code quality, appropriate testing and design to ensure excellent product quality.    Requirements / Qualifications:  5-7 years of experience in software development with shipping large, cross-functional projects in a global internet service environment. Relevant industry experience developing in Java and its associated technology stacks such as Spring. Experience building web services in the cloud, particularly with AWS solutions. Proficient with algorithms and data structures, design patterns, SOA (service oriented architecture), domain driven design, multi-threading, concurrency, caching and distributed systems Experience in agile/scrum teams, and a track record of learning from your actions to make positive adjustments. Working knowledge of SQL databases and other NoSQL solutions. Experience with C++, Templates and Boost libraries a bonus. Verbal and written communication skills with the ability to present complex technical information in a clear and concise manner. BS Degree in Computer Science or related engineering discipline. Solid understanding of the software development life cycle, architecture and design, software craftsmanship and test strategies. ",Professional,Permanent,Information Technology,"CONNEXIS, 1 FUSIONOPOLIS WAY 138632"
746,GT DOLLAR PTE. LTD.,Software Engineer,"$3,000to$4,000","Roles & ResponsibilitiesJob Responsibilities:  Familiar with chatbot workflow (intent/action/entity/context design) Maintain and update the existed chatbot system for new requests. Good insight to design new scenario and self-requirement of the system. Well knowledge in data/machine learning that will assists in AI colleague to apply model and significant data to the system. Collaborate and communicate with management, internal, and external partners regarding analysis results, methodologies, project progress, and issue resolution     ","RequirementsJob Requirements:  Bachelor in Computer Science or other related discipline is required. Advanced degree related to chatbot, Machine Learning & AI preferred Minimum 1 years of relevant industry experience Knowledge of Python, Java, PHP, Linux architecture and scripting Good learner in NLP, chatbot development in multi-language and AI. A proven team player and contributor who can multi-task and deliver against timelines Fluent in both English and Mandarin (in order to liaise with Mandarin speaking associates) ",Executive,Permanent,Information Technology,"APERIA, 10 KALLANG AVENUE 339510"
747,TECHNOPALS PTE. LTD.,Emerging Technology Lead,"$6,000to$9,000","Roles & Responsibilities You are expected to be a hands-on senior technologist and outside-the-box thinker who is passionate about excellence. You will provide technical leadership to architecture, solution design, and development. You will be responsible for working with the cross functional team helping define the technology and integration architecture for building the next generation of business solutions around emerging technologies such as, but not limited to, Cloud, IoT, Machine Learning, RPA, Big Data, UX and Mobility. Explore and evaluate Emerging technologies and products. Assess its fit to address business requirements and to provide end to end solutions and business capabilities Evaluate the cloud platform for mobile and Migrate the Mobile platform to the cloud. Workwith cross functional team and collaborate to create the applications and implement API's consumed by various Applications. Contribute to the development of the standards, and best practices  ","Requirements 8+ years of full stack development for high volume mobile, Emerging Tech applications. Prior Leading Experience is must Action oriented with strong analytical and problem-solving skill. Strong experience in popular Node.js, Express.JS, React.JS , React Native and npm modules.. (MERN Profile) Experience on working on AWS/Azure, Google API.AI, react.js and react native is a plus. Experience with Machine learning , Chatbot , NLP , Tensor Flow is plus. Strong Experience with NOSQL DB & tools such as MongoDB, Redis, Cassandra and Kafka. Must have experience on the Docker and all the component in the Docker Ecosystem. Understanding  deployment tools Apache Mesos , Marathon , Kubernetes is plus Experience on working on the Micro Service based Architecture Ability to architect complex web applications using frameworks and APIs Experience in designing the HTML pages using Angular.JS ,  React.JS ",Professional,Full Time,Information Technology,"PIONEER JUNCTION, 3 SOON LEE STREET 627606"
748,Company Undisclosed,Architect,"$9,000to$15,000","Roles & ResponsibilitiesYou will be responsible for technically implementing high paced and demanding enterprise scale programs. You will solution, design and implement core frameworks and solutions that are core to our digital transformation initiatives. You will work along with a team strong developers, technical leads and business analysts, while working with key stakeholders across business functions and technology teams. You will guide high performance technical teams with hands on approach on best in the industry architecture principles and customer centric approach. You will ensure technical solutions that you implement, or lead are scalable and highly available technical platforms supporting enterprise programs. You will be instrumental in resolving real life complex customer and business problems to end to end technically scalable and high available platforms, supporting enterprise programs leveraging cutting edge technologies like Blockchain, Data Warehousing, Machine Learning. You will manage programs within the budget, and within challenging timelines. You will manage internal stakeholder communication ensuring key updates are available at right time.","Requirements At least 8 years of proven IT experience in highly challenging operational environment, to build enterprise scale high available applications using cutting edge technologies. Expert proficiency level in Java, J2EE, Non-blocking real time streaming technologies, enterprise message bus, API gateways. Ability to understand business aspects so as to think and analyse both functional and non-functional aspects while designing and implementing services/products. Proven track record of defining IT strategy/transformation roadmaps and taking team along on the journey by applying design thinking aspects. Strong experience in driving agile adoption with high focus on engineering & operations through CI/CD and Dev-sec-ops using Azure cloud capabilities/features. Strong experience putting in place the quality gates in order to establish controls on change & demand management aspects. Strong experience in managing enterprise scale programs within budget, with aggressive timelines and managing stakeholder communication and reporting.  ",Professional,Permanent,Information Technology,
749,Company Undisclosed,Research Assistant,"$3,300to$4,500","Roles & ResponsibilitiesWe are looking for a research assistant with experience in automatic music generation technologies, and expertise in machine learning.","RequirementsUndergrad or master's degree in computer science required, and knowledge of music is a plus.  Key skills:  - machine learning - stack/web technologies - automatic music generation - creative/problem solver",Professional,"Contract, Full Time",Sciences / Laboratory / R&D,
750,MINDCRAFT SINGAPORE PTE. LTD.,Lead Product Manager,"$5,000to$9,000","Roles & ResponsibilitiesOur vision is to build a unified Commercial Digital Platform capability (data, people, processes, technology), which will enable us to support a step change in commercial performance, transform customer experiences, and play a pioneering role in redefining our industry over the long term. Our aim is to deliver the most engaging experiences for our customers, underpinned by digital technologies and new agile ways of working. As part of this work, in partnership with BCG Digital Ventures (part of the Boston Consulting Group), we have built a MVP for a predictive shipping analytics platform using the latest Machine Learning and AI technologies, and are looking for an exceptional product leader to take ownership of this MVP, who will be responsible for developing the product vision, overall roadmap and execute on the delivery of this to meet users’ needs, as well as and support the broader digitalisation transformation across Rio Tinto’s commercial function. Responsibilities ● Own the definition of the vision and roadmap for the product beyond MVP such that it meets users’ needs ● Define, prioritize and execute on the roadmap throughout the growth of the product ● Collaborate with multidisciplinary teams to scope, design, test and deliver innovative solutions ● Set and measure KPIs that drive key product and business decisions forward ● Foster a culture of data-driven validated learning across all functions ● Build an all-star multidisciplinary team to fulfill the vision ● Manage releases and communication with all internal stakeholders ● Own the definition and delivery of additional Marine and Logistics products that fit customer needs","Requirements● Sustained experience of product management experience ● Deep understanding of user research, business planning, product design and development methodologies ● Significant experience managing both consumer products as well as enterprise solutions ● Start-up mentality with track record of launching and scaling digital products ● Excellent leadership skills with experience collaborating with cross-functional teams ● Exceptional communication skills and proven ability to set and manage expectations at the executive level ● Previous experience with products leveraging data science would be beneficial but is not essential ● Logistics / Marine background would be beneficial but is not essential","Middle Management, Manager",Full Time,Information Technology,"PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD 409051"
751,MINDCRAFT SINGAPORE PTE. LTD.,Senior Designer,"$4,000to$7,000","Roles & ResponsibilitiesOur vision is to build a unified Commercial Digital Platform capability (data, people, processes, technology), which will enable us to enable a step change in commercial performance, transform customer experiences, and play a pioneering role in redefining our industry over the long term. Our aim is to deliver the most engaging experiences for our customers, underpinned by digital technologies and new agile ways of working. As part of this work, in partnership with BCG Digital Ventures (part of the Boston Consulting Group), we have built a MVP for a predictive shipping analytics platform using the latest Machine Learning and AI technologies. We are now looking for smart people to join the team and propel the next phase of the product’s development, and support the broader digitalisation transformation across Rio Tinto’s commercial function. Lead Designers drive UX strategy and interaction design to create, engage and inspire. They have a strong understanding of design thinking, human-centred design, human computer interaction and are fluent in the latest technology trends. They are design leaders, innovative problem solvers, self-starters and strong collaborators who excel in a fast-paced environment. Responsibilities ● Lead the design process and decision making for Prophesea including planning, prioritising, and scheduling. ● Lead and participate in concept sessions leveraging ethnographic research and design thinking. ● Balance user frictions and needs with other stakeholder goals, market viability and technical feasibility. ● Translate user insights into concepts, personas, user journeys, storyboards, system maps, user flows, wireframes, visual design comps and prototypes with Sketch, Adobe CS, InVision, and other tools. ● Incorporate user research and usability testing to iterate on product solutions. ● Collaborate effectively with multi-disciplinary teams including Management Consultants, Product Managers, Engineers, Marketers, and Corporate Executives. ● Communicate the product vision and articulate design decisions and trade-offs to stakeholders both verbally and visually. ● Partner with engineering to ensure designs are properly implemented.","RequirementsBackground ● Several years of experience as an Experience Designer preferred. ● Prior people management experience is essential ● Working experience with Sketch, Adobe CS, and InVision. ● Proven experience delivering concepts, personas, user journeys, storyboards, user flows, wireframes, prototypes, etc. ● Exceptional communication skills and presentation skills. ● Excellent people management skills to collaborate with colleagues and cross-functional teams",Senior Executive,Full Time,Information Technology,"PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD 409051"
752,MINDCRAFT SINGAPORE PTE. LTD.,Senior Engineer,"$4,000to$7,000","Roles & ResponsibilitiesOur vision is to build a unified Commercial Digital Platform capability (data, people, processes, technology), which will enable us to enable a step change in commercial performance, transform customer experiences, and play a pioneering role in redefining our industry over the long term. Our aim is to deliver the most engaging experiences for our customers, underpinned by digital technologies and new agile ways of working. As part of this work, in partnership with BCG Digital Ventures (part of the Boston Consulting Group), we have built a MVP for a predictive shipping analytics platform using the latest Machine Learning and AI technologies. We are now looking for smart people to join the team and propel the next phase of the product’s development, and support the broader digitalisation transformation across Rio Tinto’s commercial function. We're working with a modern tech stack - ES6, React and Redux, with a Python back end deployed on AWS, and are looking for experienced engineers to join us, working on the design and development of the new product under the direction of the Venture CTO. Responsibilities: ● Collaborating with a team of engineers across the venture team to ensure we deliver an empowering user experience ● Communicating ideas across the cross-functional team in an effective manner ● Sharing technical solutions and product ideas through design reviews, pair programming, code reviews and discussions ● Utilising a proactive and responsive approach to problem solving ● Implementing highly scalable and maintainable frontend services, and working with business specialists and visual designers to design optimal solutions ● Working with ES6, React (boilerplate), Redux  ","RequirementsTech Stack: ES6, React, Node, AWS, Serverless Experience: ● Sustained experience in professional software development using ES6 and React ● An appreciation for design, with a focus on building elegant applications that are pleasing to the eye ● Strong analytical and debugging skills ● A preference for working with cross-disciplinary teams to introduce and enhance behaviour and test-driven approaches, resulting in clean, elegant code and application architectures ● Experience of working with team members to encourage the writing of clean, elegant code using test-first approaches ● A background working in teams using Agile approaches  ",Senior Executive,Full Time,Information Technology,"PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD 409051"
753,FOURTH PARADIGM SOUTHEAST ASIA PTE. LTD.,FPGA Application Developer (AI Platform),"$120,000to$250,000","Roles & ResponsibilitiesFPGA Application Developer (AI Platform) 4Paradigm Technology (Singapore) ABOUT US  4Paradigm Technology (第四范式, https://www.4paradigm.com/) is an Artificial Intelligence (AI) service and solution provider with headquarter in Beijing, China. The company has cutting-edge machine learning technologies helping enterprises improve efficiency, reduce risk, and maximize business value. The company’s clients are from banks, insurances, investments, governments, energy, hospitals, security, media, and retail. The representative clients include Industrial and Commercial Bank of China (the world’s largest bank), Ruijin Hospital (one of the most reputable hospitals in China) and so on. The company has received joint investment from Industrial and Commercial Bank of China, Bank of China and China Construction Bank in 2018. This is the first time of joint investment into a technology company by state-owned banks in China. The Singapore R&D office was established in 2018, which is the first oversea branch of 4Paradigm Technology. We are looking for talents to join us to help build next generation AI platforms. WORKING LOCATION Singapore JOB DESCRIPTION The Singapore-based R&D office is looking for FPGA Application Developers to help build the next generation high performance AI platforms. •     Profiling and performance analysis for existing systems •     Performance improvement for AI applications employing FPGA acceleration","RequirementsREQUIREMENT This role will take responsibility of building efficient AI platforms using heterogeneous computing, especially FPGA. •     Bachelor’s degree or above in Electrical/Electronics/Computer Science; PhD a plus •     1+ year’ experience of hardware development using Verilog, VHDL, HLS or OpenCL •     Good knowledge of fundamental data structures and algorithms •     Good knowledge of high performance computing concepts, e.g., computer architecture, performance tuning, multi-core, GPU •     Experience in programming languages, e.g., C/C++/Java/Python •     Fresh graduates with relevant experience are also welcome •     NO AI BACKGROUND REQUIRED APPLICATION Please send CV to lumian@4paradigm.com or apply online if you are interested.",Professional,Permanent,Information Technology,"MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982"
754,MEDIATEK SINGAPORE PTE. LTD.,Machine Learning Algorithm Engineer / Senior Engineer,"$3,500to$7,000","Roles & Responsibilities1. Develop Machine Learning/Deep Learning algorithm for machine vision/natural language processing 2. Explore new applications in the next generation smartphone, surveillance, smart home and autonomous vehicles","Requirements1. Experience in deep neural networks (CNN, RNN, LSTM, and Transformer) 2. Experience in deep learning methodology such as unsupervised learning, reinforcement learning, network reduction, GAN 3. Experience in C/C++/Python Programming 4. Familiar with Machine Learning/Computer Vision 5. Familiar with Caffe/TensorFlow 6. Education (Bachelor/Master’s degree, Ph.D. is preferred)","Executive, Senior Executive",Permanent,Engineering,"SOLARIS, 1 FUSIONOPOLIS WALK 138628"
755,MINDCRAFT SINGAPORE PTE. LTD.,Engineering Lead,"$5,000to$9,000","Roles & ResponsibilitiesOur vision is to build a unified Commercial Digital Platform capability (data, people, processes, technology), which will enable us to support a step change in commercial performance, transform customer experiences, and play a pioneering role in redefining our industry over the long term. Our aim is to deliver the most engaging experiences for our customers, underpinned by digital technologies and new agile ways of working. As part of this work, in partnership with BCG Digital Ventures (part of the Boston Consulting Group), we have built a MVP for a predictive shipping analytics platform using the latest Machine Learning and AI technologies. We are now looking for smart people to join the team and propel the next phase of the product’s development, and support the broader digitalisation transformation across Rio Tinto’s commercial function. As Lead Engineer you will be responsible for the technical direction and delivery of the products we are building. You will be responsible for hiring, technical architecture, through to the long term direction of these products. You will work to ensure the team is focussed on doing the right thing, at the right time, in the right way. Responsibilities: ● Grow innovative, ground-breaking products that address real customer frictions ● Design and architect innovative, modern architectures ● Build, support and mentor effective teams ● Write code alongside your development team ● Champion a focus on software qualities such as testability, security, scalability, operability etc ● Work with state of the art technologies to solve genuine, real-world problems ● Champion good agile practices that provide a foundation for iterative product development ● Build strong relationships with product managers, venture architects and designers ● Enjoy working in a diverse, dynamic, collaborative, transparent, environment where everyone's ideas and opinions are equally valued ● Cross-pollinate good practises and insights between multiple ventures to drive continuous improvement of the DV Engineering cohort Experience: ● Hands-on development and delivery experience with a broad mix of languages and technologies ● Real passion for solving customer frictions through simple and effective software ● Experience with architectural design whilst leading and inspiring software development teams ● Strong people skills that contribute to an open and collaborative environment ● Experience working with Agile, Lean and Continuous Delivery approaches, such as Continuous Integration, TDD, Infrastructure as Code etc. ● Experience in communicating technical vision to a variety of team members ● Experience building cloud native software architectures ● An ability to embrace and reduce uncertainty through continual validated learning ● Development experience building scalable backend services in Python and Django, ideally experience or interest in working with Serverless ● Excellent architecture and design skills ● Analytical skills, with a love for problem solving and troubleshooting ● Confidence in deploying production applications using AWS, Google Cloud or similar ● Enthusiasm for CI/CD ● A strong understanding of databases and when to use relational and non-relational ● A strong understanding of the fundamentals - data structures, algorithms, OO design and system architecture ● Unix/Linux experience ● Communication skills, happy to collaborate and talk with the rest of the team ● Solid understanding of Agile development methods Tech Stack: ● Python, Django ● ES6, React ● AWS, Serverless","RequirementsTech Stack: ● Python, Django ● ES6, React ● AWS, Serverless Experience: ● Hands-on development and delivery experience with a broad mix of languages and technologies ● Real passion for solving customer frictions through simple and effective software ● Experience with architectural design whilst leading and inspiring software development teams ● Strong people skills that contribute to an open and collaborative environment ● Experience working with Agile, Lean and Continuous Delivery approaches, such as Continuous Integration, TDD, Infrastructure as Code etc. ● Experience in communicating technical vision to a variety of team members ● Experience building cloud native software architectures ● An ability to embrace and reduce uncertainty through continual validated learning ● Development experience building scalable backend services in Python and Django, ideally experience or interest in working with Serverless ● Excellent architecture and design skills ● Analytical skills, with a love for problem solving and troubleshooting ● Confidence in deploying production applications using AWS, Google Cloud or similar ● Enthusiasm for CI/CD ● A strong understanding of databases and when to use relational and non-relational ● A strong understanding of the fundamentals - data structures, algorithms, OO design and system architecture ● Unix/Linux experience ● Communication skills, happy to collaborate and talk with the rest of the team ● Solid understanding of Agile development methods","Middle Management, Manager",Full Time,Information Technology,"PAYA LEBAR SQUARE, 60 PAYA LEBAR ROAD 409051"
